datetime,condo,focal_id,sex,behavior,grid_cell,cell_location,partner_id,partner_interaction
2020-08-22T15:53:00Z,1A,3O6,F,S,W,,,
2020-08-22T15:53:00Z,1A,4BF,M,S,W,,,
2020-08-22T15:53:00Z,1A,5AB,F,S,W,,,
2020-08-22T15:53:00Z,1A,3MB,F,S,W,,,
2020-08-22T15:55:00Z,1A,5HB,F,S,M,,,
2020-08-22T15:55:00Z,1A,3H2,F,S,M,,,
2020-08-22T15:55:00Z,1A,4BV,M,S,M,,,
2020-08-22T15:56:00Z,1A,2OL,M,S,LEG,,,
2020-08-22T16:01:00Z,1B,4VS,M,S,A01,C,,
2020-08-22T16:01:00Z,1B,5WM,F,S,A01,T,,
2020-08-22T16:01:00Z,1B,5NW,F,S,A02,C,,
2020-08-22T16:02:00Z,1B,4BL,M,S,A02,T,,
2020-08-22T16:02:00Z,1B,4WA,M,S,A02,B,,
2020-08-22T16:02:00Z,1B,5BN,F,S,A02,B,,
2020-08-22T16:03:00Z,1B,5X9,F,S,A09,B,,
2020-08-22T16:03:00Z,1B,5YK,F,S,A10,B,,
2020-08-22T16:04:00Z,1B,5XN,F,S,A17,T,4WM,5 CM Partners
2020-08-22T16:04:00Z,1B,5XN,F,S,A17,T,4OS,5 CM Partners
2020-08-22T16:04:00Z,1B,4WM,M,S,A17,I,5XN,5 CM Partners
2020-08-22T16:04:00Z,1B,4WM,M,S,A17,I,4OS,5 CM Partners
2020-08-22T16:04:00Z,1B,4OS,M,S,A17,B,5XN,5 CM Partners
2020-08-22T16:04:00Z,1B,4OS,M,S,A17,B,4WM,5 CM Partners
2020-08-22T16:05:00Z,1B,4PW,M,CRT,A18,B,5PP,Mating Partners
2020-08-22T16:05:00Z,1B,4PW,M,CRT,A18,B,4WW,Touch Partners
2020-08-22T16:05:00Z,1B,5PP,F,CRT,A18,B,4PW,Mating Partners
2020-08-22T16:05:00Z,1B,5PP,F,CRT,A18,B,4WW,Touch Partners
2020-08-22T16:05:00Z,1B,4WW,M,S,A18,B,4PW,Touch Partners
2020-08-22T16:05:00Z,1B,4WW,M,S,A18,B,5PP,Touch Partners
2020-08-22T16:06:00Z,1B,4XL,M,S,B01,B,,
2020-08-22T16:06:00Z,1B,5WT,F,S,B02,B,,
2020-08-22T16:08:00Z,1B,5HY,F,S,B18,B,,
2020-08-22T16:08:00Z,1B,5X3,F,S,B18,B,,
2020-08-22T16:09:00Z,1B,4FY,M,S,C01,B,,
2020-08-22T16:09:00Z,1B,5YM,F,S,C08,C,,
2020-08-22T16:10:00Z,1B,4X7,M,S,C09,I,,
2020-08-22T16:10:00Z,1B,4XP,M,S,C10,C,,
2020-08-22T16:13:00Z,1B,5KF,F,S,C17,C,4PO,5 CM Partners
2020-08-22T16:13:00Z,1B,4PO,M,S,C17,C,5KF,5 CM Partners
2020-08-22T16:14:00Z,1B,4K7,M,CRT,C18,C,5WB,Mating Partners
2020-08-22T16:14:00Z,1B,5WB,F,CRT,C18,C,4K7,Mating Partners
2020-08-22T16:14:00Z,1B,5SN,F,S,C18,T,,
2020-08-22T16:14:00Z,1B,5TA,F,S,C18,B,5MS,5 CM Partners
2020-08-22T16:14:00Z,1B,5TA,F,S,C18,B,4OH,5 CM Partners
2020-08-22T16:14:00Z,1B,5MS,F,S,C18,B,5TA,5 CM Partners
2020-08-22T16:14:00Z,1B,5MS,F,S,C18,B,4OH,5 CM Partners
2020-08-22T16:14:00Z,1B,4OH,M,S,C18,B,5TA,5 CM Partners
2020-08-22T16:14:00Z,1B,4OH,M,S,C18,B,5MS,5 CM Partners
2020-08-22T16:15:00Z,1B,4VV,M,S,W,,,
2020-08-22T16:15:00Z,1B,4HO,M,S,M,,,
2020-08-22T16:15:00Z,1B,5OH,F,S,M,,,
2020-08-22T14:25:00Z,2B,4OY,M,S,A01,C,,
2020-08-22T14:26:00Z,2B,5PV,F,S,A01,C,,
2020-08-22T14:27:00Z,2B,2KX,M,S,A10,C,,
2020-08-22T14:28:00Z,2B,5TP,F,L,A10,E,,
2020-08-22T14:28:00Z,2B,5AV,F,S,A17,B,,
2020-08-22T14:29:00Z,2B,5KK,F,S,A18,E,,
2020-08-22T14:29:00Z,2B,4PZ,M,S,B02,B,,
2020-08-22T14:29:00Z,2B,4FF,M,G,B02,T,3F2,Mating Partners
2020-08-22T14:29:00Z,2B,3F2,F,G,B02,T,4FF,Mating Partners
2020-08-22T14:30:00Z,2B,4F7,M,S,B01,C,,
2020-08-22T14:31:00Z,2B,5LZ,F,S,B10,C,,
2020-08-22T14:32:00Z,2B,2AX,M,CRT,B17,C,3LM,Mating Partners
2020-08-22T14:32:00Z,2B,3LM,F,CRT,B17,C,2AX,Mating Partners
2020-08-22T14:32:00Z,2B,2HZ,M,S,B17,C,,
2020-08-22T14:32:00Z,2B,5FH,F,L,B17,E,4HH,5 CM Partners
2020-08-22T14:33:00Z,2B,4HH,M,S,B17,B,5FH,5 CM Partners
2020-08-22T14:34:00Z,2B,3VP,F,S,C01,C,,
2020-08-22T14:34:00Z,2B,4KY,M,S,C02,B,,
2020-08-22T14:35:00Z,2B,4AP,M,S,C09,B,,
2020-08-22T14:36:00Z,2B,3MM,F,S,AS,,,
2020-08-22T14:37:00Z,2B,3BP,F,S,AS,,,
2020-08-22T14:37:00Z,2B,2AL,M,CRT,AS,,3SS,Mating Partners
2020-08-22T14:37:00Z,2B,3SS,F,CRT,AS,,2AL,Mating Partners
2020-08-22T14:38:00Z,2B,4M6,M,S,LEG,,,
2020-08-22T14:39:00Z,2B,2AO,M,S,M,,,
2020-08-22T14:39:00Z,2B,3YY,F,S,M,,,
2020-08-22T14:40:00Z,2B,5LS,F,S,W,,,
2020-08-22T14:41:00Z,2B,2TK,M,S,M,,,
2020-08-22T14:46:00Z,2A,2FY,M,S,A01,C,,
2020-08-22T14:46:00Z,2A,2F6,M,S,A01,B,,
2020-08-22T14:47:00Z,2A,2SM,M,S,A02,B,,
2020-08-22T14:47:00Z,2A,3MT,F,S,A02,B,5BO,5 CM Partners
2020-08-22T14:47:00Z,2A,2SS,M,S,A02,B,,
2020-08-22T14:47:00Z,2A,5BO,F,L,A02,T,3MT,5 CM Partners
2020-08-22T14:48:00Z,2A,2LN,M,S,A03,C,,
2020-08-22T14:50:00Z,2A,5BA,F,S,A18,B,4MN,5 CM Partners
2020-08-22T14:50:00Z,2A,5BA,F,S,A18,B,5F9,5 CM Partners
2020-08-22T14:50:00Z,2A,4MN,M,S,A18,B,5F9,Touch Partners
2020-08-22T14:50:00Z,2A,4MN,M,S,A18,B,5BA,5 CM Partners
2020-08-22T14:50:00Z,2A,5F9,F,S,A18,B,4MN,Touch Partners
2020-08-22T14:50:00Z,2A,5F9,F,S,A18,B,5BA,5 CM Partners
2020-08-22T14:52:00Z,2A,3VB,F,S,B17,B,,
2020-08-22T14:53:00Z,2A,2L2,M,S,B18,B,,
2020-08-22T14:53:00Z,2A,4AH,M,S,C02,C,,
2020-08-22T14:53:00Z,2A,5AZ,F,S,C02,T,3NB,5 CM Partners
2020-08-22T14:53:00Z,2A,5AZ,F,S,C02,T,2BT,5 CM Partners
2020-08-22T14:56:00Z,2A,2BT,M,CRT,C02,B,3NB,Mating Partners
2020-08-22T14:56:00Z,2A,2BT,M,CRT,C02,B,5AZ,5 CM Partners
2020-08-22T14:56:00Z,2A,3NB,F,CRT,C02,B,2BT,Mating Partners
2020-08-22T14:56:00Z,2A,3NB,F,CRT,C02,B,5AZ,5 CM Partners
2020-08-22T14:57:00Z,2A,4OP,M,S,C07,C,,
2020-08-22T14:57:00Z,2A,2MP,M,S,C06,C,,
2020-08-22T14:57:00Z,2A,4AL,M,S,C09,B,5OV,5 CM Partners
2020-08-22T14:57:00Z,2A,5OV,F,S,C09,B,4AL,5 CM Partners
2020-08-22T14:58:00Z,2A,5AW,F,S,C17,C,,
2020-08-22T14:59:00Z,2A,4BW,M,S,C17,C,,
2020-08-22T14:59:00Z,2A,3KH,F,S,M,,,
2020-08-22T15:02:00Z,2A,4OZ,M,S,W,,,
2020-08-22T15:02:00Z,2A,3YX,F,S,W,,,
2020-08-22T15:08:00Z,4B,2TH,M,S,A01,C,,
2020-08-22T15:09:00Z,4B,5P3,F,S,A09,C,,
2020-08-22T15:11:00Z,4B,3TT,F,S,A17,T,4OA,5 CM Partners
2020-08-22T15:11:00Z,4B,4OA,M,S,A17,T,3TT,5 CM Partners
2020-08-22T15:11:00Z,4B,3OW,F,S,A18,B,,
2020-08-22T15:12:00Z,4B,2PL,M,S,A18,C,,
2020-08-22T15:13:00Z,4B,2SO,M,S,B02,C,,
2020-08-22T15:13:00Z,4B,3TN,F,S,B02,C,,
2020-08-22T15:14:00Z,4B,4PK,M,S,B10,T,,
2020-08-22T15:15:00Z,4B,4NP,M,S,B11,C,,
2020-08-22T15:16:00Z,4B,5HS,F,S,B17,B,,
2020-08-22T15:18:00Z,4B,4NM,M,S,B18,B,,
2020-08-22T15:19:00Z,4B,5AL,F,S,B09,C,5O7,5 CM Partners
2020-08-22T15:19:00Z,4B,5O7,F,S,B10,C,5AL,5 CM Partners
2020-08-22T15:19:00Z,4B,4FM,M,S,B10,C,,
2020-08-22T15:20:00Z,4B,5K3,F,S,C18,C,,
2020-08-22T15:21:00Z,4B,5TS,F,S,C18,B,4KK,Touch Partners
2020-08-22T15:21:00Z,4B,4KK,M,S,C18,B,5TS,Touch Partners
2020-08-22T15:21:00Z,4B,4LV,M,S,LEG,,,
2020-08-22T15:21:00Z,4B,2KY,M,S,W,,,
2020-08-22T15:22:00Z,4B,2HW,M,S,W,,,
2020-08-22T15:22:00Z,4B,5AA,F,S,AS,,,
2020-08-22T15:23:00Z,4B,5AM,F,S,W,,,
2020-08-22T15:23:00Z,4B,4H3,M,S,LEG,,,
2020-08-22T15:24:00Z,4B,2L6,M,S,LEG,,,
2020-08-22T15:24:00Z,4B,3TL,F,S,LEG,,,
2020-08-22T15:24:00Z,4B,3VH,F,S,LEG,,,
2020-08-22T15:25:00Z,4B,3ZO,F,S,M,,,
2020-08-22T15:25:00Z,4B,3FX,F,S,M,,,
2020-08-22T15:30:00Z,4A,5O6,F,S,W,,,
2020-08-22T15:30:00Z,4A,5P9,F,S,A01,B,2BP,5 CM Partners
2020-08-22T15:31:00Z,4A,2BP,M,S,A01,B,5P9,5 CM Partners
2020-08-22T15:32:00Z,4A,4NK,M,S,A02,C,,
2020-08-22T15:32:00Z,4A,5SF,F,S,A10,T,,
2020-08-22T15:32:00Z,4A,5OM,F,S,A10,B,4FT,5 CM Partners
2020-08-22T15:32:00Z,4A,4FT,M,S,A10,B,5OM,5 CM Partners
2020-08-22T15:34:00Z,4A,5M3,F,S,B02,B,,
2020-08-22T15:35:00Z,4A,3NL,F,S,B10,B,,
2020-08-22T15:35:00Z,4A,4BA,M,S,B17,C,,
2020-08-22T15:35:00Z,4A,4KH,M,S,B18,C,4L9,5 CM Partners
2020-08-22T15:35:00Z,4A,4L9,M,S,B18,C,4KH,5 CM Partners
2020-08-22T15:36:00Z,4A,3SM,F,S,C02,E,,
2020-08-22T15:37:00Z,4A,5OW,F,S,C09,B,2MH,Touch Partners
2020-08-22T15:37:00Z,4A,2MH,M,S,C09,B,5OW,Touch Partners
2020-08-22T15:38:00Z,4A,2T2,M,S,C18,B,,
2020-08-22T15:39:00Z,4A,3TH,F,S,W,,,
2020-08-22T15:39:00Z,4A,4BZ,M,S,W,,,
2020-08-22T15:39:00Z,4A,3VL,F,S,LEG,,,
2020-08-22T15:39:00Z,4A,5H6,F,S,M,,,
2020-08-22T15:40:00Z,4A,2P3,M,S,LEG,,,
2020-08-22T15:40:00Z,4A,4LO,M,S,AS,,,
2020-08-22T15:42:00Z,4A,2OZ,M,S,LEG,,,
2020-08-22T15:42:00Z,4A,3NS,F,S,M,,,
2020-08-22T15:43:00Z,4A,2SY,M,S,LEG,,,
2020-08-22T15:43:00Z,4A,2HA,M,S,LEG,,,
2020-08-22T15:43:00Z,4A,2PA,M,S,LEG,,,
2020-08-22T15:44:00Z,4A,3PV,F,S,M,,,
2020-08-22T15:47:00Z,4A,2SB,M,S,W,,,
2020-08-22T15:54:00Z,6B,4K2,M,S,W,,,
2020-08-22T15:55:00Z,6B,4XS,M,S,A01,C,5NA,5 CM Partners
2020-08-22T15:55:00Z,6B,4XS,M,S,A01,C,4XN,5 CM Partners
2020-08-22T15:55:00Z,6B,4XN,M,CRT,A01,C,5NA,Mating Partners
2020-08-22T15:55:00Z,6B,4XN,M,CRT,A01,C,4XS,5 CM Partners
2020-08-22T15:55:00Z,6B,5NA,F,CRT,A01,C,4XN,Mating Partners
2020-08-22T15:55:00Z,6B,5NA,F,CRT,A01,C,4XS,5 CM Partners
2020-08-22T15:56:00Z,6B,4FX,M,S,A01,C,,
2020-08-22T15:56:00Z,6B,4M3,M,CRT,A01,T,UKF,Mating Partners
2020-08-22T15:56:00Z,6B,UKF,F,CRT,A01,T,4M3,Mating Partners
2020-08-22T15:57:00Z,6B,5YP,F,S,A01,B,,
2020-08-22T15:57:00Z,6B,5XF,F,S,A01,B,,
2020-08-22T15:59:00Z,6B,5YF,F,S,A17,B,,
2020-08-22T15:59:00Z,6B,5FK,F,S,A18,C,,
2020-08-22T15:59:00Z,6B,4AZ,M,S,A18,B,,
2020-08-22T16:00:00Z,6B,4V6,M,S,B01,I,5XW,Touch Partners
2020-08-22T16:00:00Z,6B,5XW,F,S,B01,I,4V6,Touch Partners
2020-08-22T16:01:00Z,6B,4NZ,M,S,B02,B,5XH,5 CM Partners
2020-08-22T16:01:00Z,6B,5XH,F,S,B02,B,4NZ,5 CM Partners
2020-08-22T16:03:00Z,6B,5TN,F,S,B09,B,,
2020-08-22T16:04:00Z,6B,4WS,M,S,B10,C,,
2020-08-22T16:04:00Z,6B,4SK,M,S,B10,B,5HA,5 CM Partners
2020-08-22T16:04:00Z,6B,5HA,F,S,B10,B,4SK,5 CM Partners
2020-08-22T16:05:00Z,6B,5XV,F,S,B17,I,,
2020-08-22T16:06:00Z,6B,4PF,M,S,B18,B,,
2020-08-22T16:06:00Z,6B,5YN,F,S,B18,B,,
2020-08-22T16:06:00Z,6B,5A7,F,S,C01,B,4VB,5 CM Partners
2020-08-22T16:06:00Z,6B,4VB,M,S,C01,B,5A7,5 CM Partners
2020-08-22T16:08:00Z,6B,5KT,F,S,C17,B,,
2020-08-22T16:08:00Z,6B,5W3,F,S,C18,B,,
2020-08-22T16:08:00Z,6B,4AW,M,S,C18,C,,
2020-08-22T16:09:00Z,6B,4K3,M,S,W,,,
2020-08-22T16:09:00Z,6B,4WK,M,S,US,,,
2020-08-22T16:09:00Z,6B,4V9,M,S,M,,,
2020-08-22T16:16:00Z,6A,4XZ,M,S,A01,C,,
2020-08-22T16:17:00Z,6A,5YO,F,S,A09,C,4OV,Touch Partners
2020-08-22T16:17:00Z,6A,4OV,M,S,A09,C,5YO,Touch Partners
2020-08-22T16:18:00Z,6A,4W6,M,S,A18,B,,
2020-08-22T16:18:00Z,6A,4A9,M,S,B01,C,,
2020-08-22T16:19:00Z,6A,4A7,M,S,B01,B,,
2020-08-22T16:20:00Z,6A,5NY,F,S,B02,B,,
2020-08-22T16:21:00Z,6A,4VT,M,S,B09,C,,
2020-08-22T16:21:00Z,6A,5AH,F,S,B09,B,,
2020-08-22T16:21:00Z,6A,5WS,F,S,B10,C,,
2020-08-22T16:22:00Z,6A,4XA,M,S,B15,C,,
2020-08-22T16:23:00Z,6A,5FO,F,S,B18,C,4WZ,5 CM Partners
2020-08-22T16:23:00Z,6A,4WZ,M,S,B18,C,5FO,5 CM Partners
2020-08-22T16:23:00Z,6A,4WZ,M,S,B18,C,5W7,5 CM Partners
2020-08-22T16:23:00Z,6A,5W7,F,S,B18,C,4WZ,5 CM Partners
2020-08-22T16:23:00Z,6A,4NB,M,S,B18,B,,
2020-08-22T16:25:00Z,6A,4V7,M,S,C01,I,,
2020-08-22T16:25:00Z,6A,5P2,F,S,C02,B,,
2020-08-22T16:26:00Z,6A,5WO,F,S,C09,C,,
2020-08-22T16:26:00Z,6A,4X3,M,S,C09,C,,
2020-08-22T16:27:00Z,6A,5MN,F,S,C09,I,5XK,Touch Partners
2020-08-22T16:27:00Z,6A,5XK,F,S,C09,I,5MN,Touch Partners
2020-08-22T16:27:00Z,6A,5WL,F,S,C10,B,,
2020-08-22T16:29:00Z,6A,5WN,F,S,C17,B,4KF,5 CM Partners
2020-08-22T16:29:00Z,6A,4KF,M,S,C17,B,5WN,5 CM Partners
2020-08-22T21:34:00Z,2B,3F2,F,S,A01,T,,
2020-08-22T21:35:00Z,2B,3LM,F,S,A01,B,,
2020-08-22T21:36:00Z,2B,4FB,M,S,A05,C,,
2020-08-22T21:37:00Z,2B,2KX,M,CRT,A09,B,3MM,Mating Partners
2020-08-22T21:37:00Z,2B,3MM,F,CRT,A09,B,2KX,Mating Partners
2020-08-22T21:39:00Z,2B,3SS,F,S,A17,C,,
2020-08-22T21:39:00Z,2B,5AV,F,S,A18,C,,
2020-08-22T21:40:00Z,2B,4FF,M,S,B02,B,,
2020-08-22T21:40:00Z,2B,4F7,M,COP,B03,C,3BP,Mating Partners
2020-08-22T21:40:00Z,2B,3BP,F,COP,B03,C,4F7,Mating Partners
2020-08-22T21:41:00Z,2B,4HH,M,S,B17,C,,
2020-08-22T21:41:00Z,2B,5FH,F,S,B17,B,,
2020-08-22T21:42:00Z,2B,2HZ,M,S,B18,C,,
2020-08-22T21:42:00Z,2B,4KY,M,S,C01,C,4M6,5 CM Partners
2020-08-22T21:42:00Z,2B,4M6,M,M,C01,C,2S2,5 CM Partners
2020-08-22T21:42:00Z,2B,4M6,M,M,C01,C,4KY,5 CM Partners
2020-08-22T21:42:00Z,2B,2S2,M,M,C01,C,4M6,5 CM Partners
2020-08-22T21:45:00Z,2B,4PZ,M,S,C06,C,,
2020-08-22T21:45:00Z,2B,4AP,M,CRT,C09,B,5AX,Mating Partners
2020-08-22T21:45:00Z,2B,5AX,F,CRT,C09,B,4AP,Mating Partners
2020-08-22T21:47:00Z,2B,2AO,M,S,W,,,
2020-08-22T21:47:00Z,2B,2TK,M,S,M,,,
2020-08-22T21:47:00Z,2B,3VP,F,S,W,,,
2020-08-22T21:49:00Z,2B,5PV,F,S,LEG,,,
2020-08-22T21:49:00Z,2B,2AX,M,S,LEG,,,
2020-08-22T21:50:00Z,2B,3YY,F,S,M,,,
2020-08-22T21:50:00Z,2B,2MO,M,S,M,,,
2020-08-22T21:50:00Z,2B,5TP,F,S,W,,,
2020-08-22T21:51:00Z,2B,5LS,F,S,W,,,
2020-08-22T21:51:00Z,2B,2WK,M,S,W,,,
2020-08-22T21:56:00Z,2A,4B7,M,S,W,,,
2020-08-22T21:57:00Z,2A,4OZ,M,S,W,,,
2020-08-22T21:57:00Z,2A,4K9,M,S,W,,,
2020-08-22T21:58:00Z,2A,3YX,F,S,W,,,
2020-08-22T21:59:00Z,2A,3VB,F,S,M,,,
2020-08-22T22:00:00Z,2A,2L2,M,S,LEG,,,
2020-08-22T22:00:00Z,2A,2MP,M,S,LEG,,,
2020-08-22T22:00:00Z,2A,2BT,M,S,LEG,,,
2020-08-22T22:01:00Z,2A,3LF,F,S,M,,,
2020-08-22T22:01:00Z,2A,5TB,F,S,M,,,
2020-08-22T22:01:00Z,2A,3XP,F,S,M,,,
2020-08-22T22:03:00Z,2A,5FA,F,S,LEG,,,
2020-08-22T22:03:00Z,2A,2SS,M,S,A01,C,,
2020-08-22T22:04:00Z,2A,2F6,M,S,A02,B,5BO,5 CM Partners
2020-08-22T22:04:00Z,2A,2F6,M,S,A02,B,3KH,5 CM Partners
2020-08-22T22:05:00Z,2A,5BO,F,S,A02,B,3KH,Touch Partners
2020-08-22T22:05:00Z,2A,5BO,F,S,A02,B,2F6,5 CM Partners
2020-08-22T22:05:00Z,2A,3KH,F,S,A02,B,5BO,Touch Partners
2020-08-22T22:05:00Z,2A,3KH,F,S,A02,B,2F6,5 CM Partners
2020-08-22T22:07:00Z,2A,5BA,F,S,A18,B,4MN,5 CM Partners
2020-08-22T22:07:00Z,2A,5BA,F,S,A18,B,5F9,5 CM Partners
2020-08-22T22:07:00Z,2A,4MN,M,S,A18,B,5F9,5 CM Partners
2020-08-22T22:07:00Z,2A,4MN,M,S,A18,B,5BA,5 CM Partners
2020-08-22T22:07:00Z,2A,5F9,F,S,A18,B,4MN,5 CM Partners
2020-08-22T22:07:00Z,2A,5F9,F,S,A18,B,5BA,5 CM Partners
2020-08-22T22:09:00Z,2A,2LN,M,S,B01,C,,
2020-08-22T22:09:00Z,2A,5AZ,F,S,B01,B,,
2020-08-22T22:10:00Z,2A,2FY,M,S,B02,B,,
2020-08-22T22:10:00Z,2A,4MB,M,S,B09,B,,
2020-08-22T22:11:00Z,2A,3NB,F,S,C02,C,,
2020-08-22T22:12:00Z,2A,5OV,F,S,C09,B,,
2020-08-22T22:13:00Z,2A,4BW,M,S,C17,,5AW,5 CM Partners
2020-08-22T22:13:00Z,2A,5AW,F,S,C17,,4BW,5 CM Partners
2020-08-22T22:14:00Z,2A,4AH,M,S,BACK,,,
2020-08-22T22:20:00Z,4B,3WP,F,S,W,,,
2020-08-22T22:21:00Z,4B,2TH,M,S,A01,B,,
2020-08-22T22:21:00Z,4B,2KY,M,S,A10,T,,
2020-08-22T22:21:00Z,4B,5P3,F,L,A10,B,,
2020-08-22T22:22:00Z,4B,3OW,F,S,A17,B,,
2020-08-22T22:23:00Z,4B,4NP,M,S,B10,T,,
2020-08-22T22:23:00Z,4B,5HS,F,S,B17,E,,
2020-08-22T22:24:00Z,4B,2PL,M,CRT,B18,C,3TT,Mating Partners
2020-08-22T22:24:00Z,4B,3TT,F,CRT,B18,C,2PL,Mating Partners
2020-08-22T22:27:00Z,4B,3VH,F,S,C01,T,,
2020-08-22T22:27:00Z,4B,3TN,F,S,C02,T,,
2020-08-22T22:28:00Z,4B,5AM,F,S,C02,C,,
2020-08-22T22:28:00Z,4B,2L6,M,S,C03,C,,
2020-08-22T22:29:00Z,4B,5AL,F,S,C09,B,,
2020-08-22T22:29:00Z,4B,4FM,M,S,C10,C,,
2020-08-22T22:30:00Z,4B,5K3,F,S,C17,B,,
2020-08-22T22:30:00Z,4B,5TS,F,S,C18,B,,
2020-08-22T22:30:00Z,4B,4KK,M,S,C18,T,,
2020-08-22T22:31:00Z,4B,4NM,M,S,W,,,
2020-08-22T22:33:00Z,4B,3ZO,F,S,M,,,
2020-08-22T22:33:00Z,4B,3FX,F,S,M,,,
2020-08-22T22:33:00Z,4B,3P3,F,S,LEG,,,
2020-08-22T22:33:00Z,4B,2OS,M,S,LEG,,,
2020-08-22T22:35:00Z,4B,2MZ,M,S,W,,,
2020-08-22T22:35:00Z,4B,3TL,F,S,LEG,,,
2020-08-22T22:37:00Z,4B,2SO,M,S,LEG,,,
2020-08-22T22:37:00Z,4B,2HW,M,S,W,,,
2020-08-22T22:37:00Z,4B,4LL,M,S,W,,,
2020-08-22T22:44:00Z,4A,3SM,F,S,W,,,
2020-08-22T22:45:00Z,4A,4NK,M,S,A01,B,5P9,5 CM Partners
2020-08-22T22:45:00Z,4A,5P9,F,S,A01,B,4NK,5 CM Partners
2020-08-22T22:46:00Z,4A,5SF,F,S,A09,B,,
2020-08-22T22:46:00Z,4A,4FT,M,S,A10,C,,
2020-08-22T22:47:00Z,4A,5HP,F,S,A16,C,,
2020-08-22T22:48:00Z,4A,5M3,F,S,B01,C,,
2020-08-22T22:48:00Z,4A,2OZ,M,S,B02,C,,
2020-08-22T22:50:00Z,4A,4LO,M,S,B18,C,,
2020-08-22T22:50:00Z,4A,4LB,M,S,B18,C,,
2020-08-22T22:50:00Z,4A,2P3,M,S,B18,C,,
2020-08-22T22:50:00Z,4A,2MH,M,CRT,C09,B,5OM,Mating Partners
2020-08-22T22:50:00Z,4A,5OM,F,CRT,C09,B,2MH,Mating Partners
2020-08-22T22:54:00Z,4A,4BA,M,S,C17,B,,
2020-08-22T22:54:00Z,4A,2T2,M,S,C18,T,,
2020-08-22T22:55:00Z,4A,4BZ,M,S,M,,,
2020-08-22T22:55:00Z,4A,2PA,M,S,M,,,
2020-08-22T22:56:00Z,4A,3TH,F,S,M,,,
2020-08-22T22:56:00Z,4A,4MA,M,S,LEG,,,
2020-08-22T22:56:00Z,4A,5H6,F,S,W,,,
2020-08-22T22:56:00Z,4A,3VL,F,S,M,,,
2020-08-22T22:57:00Z,4A,3PV,F,S,M,,,
2020-08-22T22:59:00Z,4A,3NS,F,S,M,,5O6,5 CM Partners
2020-08-22T22:59:00Z,4A,3NS,F,S,M,,2SY,5 CM Partners
2020-08-22T22:59:00Z,4A,5O6,F,S,M,,3NS,5 CM Partners
2020-08-22T22:59:00Z,4A,5O6,F,S,M,,2SY,5 CM Partners
2020-08-22T23:00:00Z,4A,2SY,M,S,M,,3NS,5 CM Partners
2020-08-22T23:00:00Z,4A,2SY,M,S,M,,5O6,5 CM Partners
2020-08-22T23:00:00Z,4A,2SB,M,S,M,,,
2020-08-22T23:06:00Z,6B,5YP,F,S,A01,B,,
2020-08-22T23:08:00Z,6B,5XF,F,S,A02,I,4FX,5 CM Partners
2020-08-22T23:08:00Z,6B,5XF,F,S,A02,I,5XW,5 CM Partners
2020-08-22T23:08:00Z,6B,4FX,M,CRT,A02,B,5XW,Mating Partners
2020-08-22T23:08:00Z,6B,4FX,M,CRT,A02,B,5XF,5 CM Partners
2020-08-22T23:08:00Z,6B,5XW,F,CRT,A02,B,4FX,Mating Partners
2020-08-22T23:08:00Z,6B,5XW,F,CRT,A02,B,5XF,5 CM Partners
2020-08-22T23:10:00Z,6B,4AZ,M,S,A17,B,,
2020-08-22T23:10:00Z,6B,4WK,M,S,A18,B,,
2020-08-22T23:11:00Z,6B,4V6,M,COP,B01,B,5A7,Mating Partners
2020-08-22T23:11:00Z,6B,5A7,F,COP,B01,B,4V6,Mating Partners
2020-08-22T23:12:00Z,6B,4XS,M,S,B02,C,4NZ,5 CM Partners
2020-08-22T23:12:00Z,6B,4NZ,M,S,B02,C,4XS,5 CM Partners
2020-08-22T23:12:00Z,6B,5XH,F,S,B02,I,,
2020-08-22T23:15:00Z,6B,5TN,F,S,B09,E,5HA,5 CM Partners
2020-08-22T23:15:00Z,6B,5TN,F,S,B09,E,4WS,5 CM Partners
2020-08-22T23:15:00Z,6B,5TN,F,S,B09,E,5KT,5 CM Partners
2020-08-22T23:15:00Z,6B,5HA,F,S,B09,E,5TN,5 CM Partners
2020-08-22T23:15:00Z,6B,5HA,F,S,B09,E,4WS,5 CM Partners
2020-08-22T23:15:00Z,6B,5HA,F,S,B09,E,5KT,5 CM Partners
2020-08-22T23:15:00Z,6B,4WS,M,CRT,B09,B,5KT,Mating Partners
2020-08-22T23:15:00Z,6B,4WS,M,CRT,B09,B,5HA,5 CM Partners
2020-08-22T23:15:00Z,6B,4WS,M,CRT,B09,B,5TN,5 CM Partners
2020-08-22T23:15:00Z,6B,5KT,F,CRT,B09,B,4WS,Mating Partners
2020-08-22T23:15:00Z,6B,5KT,F,CRT,B09,B,5HA,5 CM Partners
2020-08-22T23:15:00Z,6B,5KT,F,CRT,B09,B,5TN,5 CM Partners
2020-08-22T23:17:00Z,6B,5XV,F,S,B17,I,5FK,Touch Partners
2020-08-22T23:17:00Z,6B,5FK,F,S,B17,I,5XV,Touch Partners
2020-08-22T23:19:00Z,6B,4VB,M,S,C01,B,,
2020-08-22T23:20:00Z,6B,5X2,F,S,C09,B,,
2020-08-22T23:21:00Z,6B,4M3,M,S,C18,C,,
2020-08-22T23:21:00Z,6B,4AW,M,CRT,C18,B,5YN,5 CM Partners
2020-08-22T23:21:00Z,6B,4AW,M,CRT,C18,B,5W3,5 CM Partners
